ID;clade;date;province;district;municipality;village;latitude;longitude;country;source;dataset;host;type;continent;year;identified_as_RABV;major_clade;minor_clade;closest_full_genome_reference_sequence;coverage_N;coverage_P;coverage_M;coverage_G;coverage_L;location;full_name
MW690141;Asian;2016-03-31;Chuping;Perlis;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-Chuping-Perlis;MW690141_Canis-lupus-familiaris_2016-03-31_Malaysia-Chuping-Perlis_NA_NA
MW690142;Asian;2017-02-14;Padang Terap;Kedah;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-PadangTerap-Kedah;MW690142_Canis-lupus-familiaris_2017-02-14_Malaysia-PadangTerap-Kedah_NA_NA
MW690143;Asian;2017-07-07;Serian;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Felis catus;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-Serian-Sarawak;MW690143_Felis-catus_2017-07-07_Malaysia-Serian-Sarawak_NA_NA
MW690144;Asian;2017-07-11;Serian;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-Serian-Sarawak;MW690144_Canis-lupus-familiaris_2017-07-11_Malaysia-Serian-Sarawak_NA_NA
MW690145;Asian;2017-07-13;Serian;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-Serian-Sarawak;MW690145_Canis-lupus-familiaris_2017-07-13_Malaysia-Serian-Sarawak_NA_NA
MW690146;Asian;2017-07-13;Serian;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-Serian-Sarawak;MW690146_Canis-lupus-familiaris_2017-07-13_Malaysia-Serian-Sarawak_NA_NA
MW690147;Asian;2017-09-08;Kuching;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-Kuching-Sarawak;MW690147_Canis-lupus-familiaris_2017-09-08_Malaysia-Kuching-Sarawak_NA_NA
MW690148;Asian;2017-12-28;Bau;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-Bau-Sarawak;MW690148_Canis-lupus-familiaris_2017-12-28_Malaysia-Bau-Sarawak_NA_NA
MW690149;Asian;2018-01-17;Kota Samarahan;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-KotaSamarahan-Sarawak;MW690149_Canis-lupus-familiaris_2018-01-17_Malaysia-KotaSamarahan-Sarawak_NA_NA
MW690150;Asian;2018-02-02;Kuching;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Felis catus;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-Kuching-Sarawak;MW690150_Felis-catus_2018-02-02_Malaysia-Kuching-Sarawak_NA_NA
MW690151;Asian;2018-04-06;Kota Samarahan;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-KotaSamarahan-Sarawak;MW690151_Canis-lupus-familiaris_2018-04-06_Malaysia-KotaSamarahan-Sarawak_NA_NA
MW690152;Asian;2018-06-11;Kangar;Perlis;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-Kangar-Perlis;MW690152_Canis-lupus-familiaris_2018-06-11_Malaysia-Kangar-Perlis_NA_NA
MW690153;Asian;2018-09-25;Sri Aman;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-SriAman-Sarawak;MW690153_Canis-lupus-familiaris_2018-09-25_Malaysia-SriAman-Sarawak_NA_NA
MW690154;Asian;2018-11-06;Kubang Pasu;Kedah;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Felis catus;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-KubangPasu-Kedah;MW690154_Felis-catus_2018-11-06_Malaysia-KubangPasu-Kedah_NA_NA
MW690155;Asian;2018-11-12;Jitra;Kedah;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Malaysia-Jitra-Kedah;MW690155_Canis-lupus-familiaris_2018-11-12_Malaysia-Jitra-Kedah_NA_NA
MW055107;Cosmopolitan;2018;Totonicapan;NA;NA;NA;NA;NA;Guatemala;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Central America;2018;Yes;Cosmopolitan;Cosmopolitan AM2a;HQ450386;100.00%;0.00%;0.00%;0.00%;0.00%;Guatemala-Totonicapan;MW055107_Canis-lupus-familiaris_2018_Guatemala-Totonicapan_NA_NA
MW055129;Cosmopolitan;2018;NA;NA;NA;NA;NA;NA;Haiti;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Caribbean;2018;Yes;Cosmopolitan;unknown;AB645847;100.00%;0.00%;0.00%;0.00%;0.00%;Haiti;MW055129_Canis-lupus-familiaris_2018_Haiti_NA_NA
MW055131;Cosmopolitan;2017-12-22;NA;NA;NA;NA;NA;NA;Egypt;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Middle East;2017;Yes;Cosmopolitan;Cosmopolitan AF4;KF154998;100.00%;0.00%;0.00%;0.00%;0.00%;Egypt;MW055131_Canis-lupus-familiaris_2017-12-22_Egypt_NA_NA
MW055214;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055214_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055215;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055215_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055216;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055216_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055217;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055217_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055218;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055218_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055219;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055219_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055220;Asian;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055220_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055221;Asian;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055221_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055222;Asian;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055222_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055223;Asian;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055223_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055225;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055225_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055226;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055226_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055227;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055227_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055228;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055228_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055229;Asian;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055229_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055230;Asian;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055230_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055231;Asian;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055231_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055232;Asian;2017;Hoa Binh Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-HoaBinh;MW055232_Canis-lupus-familiaris_2017_Vietnam-HoaBinh_NA_NA
MW055233;Asian;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam-PhuTho;MW055233_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
LC550018;Asian;2019-10-24;Region III;Zambales;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines-RegionIii-Zambales;LC550018_Canis-lupus-familiaris_2019-10-24_Philippines-RegionIii-Zambales_NA_NA
LC550019;Asian;2019-10-18;Region III;Bulacan;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines-RegionIii-Bulacan;LC550019_Canis-lupus-familiaris_2019-10-18_Philippines-RegionIii-Bulacan_NA_NA
LC550020;Asian;2019-10-18;Region III;Bulacan;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines-RegionIii-Bulacan;LC550020_Canis-lupus-familiaris_2019-10-18_Philippines-RegionIii-Bulacan_NA_NA
LC550021;Asian;2019-10-18;Region III;Bulacan;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines-RegionIii-Bulacan;LC550021_Canis-lupus-familiaris_2019-10-18_Philippines-RegionIii-Bulacan_NA_NA
LC550022;Asian;2019-10-03;Region III;Bulacan;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines-RegionIii-Bulacan;LC550022_Canis-lupus-familiaris_2019-10-03_Philippines-RegionIii-Bulacan_NA_NA
LC550023;Asian;2019-10-03;Region III;Nueva Ecija;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines-RegionIii-NuevaEcija;LC550023_Canis-lupus-familiaris_2019-10-03_Philippines-RegionIii-NuevaEcija_NA_NA
LC550024;Asian;2019-08-13;Region III;Pampanga;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines-RegionIii-Pampanga;LC550024_Canis-lupus-familiaris_2019-08-13_Philippines-RegionIii-Pampanga_NA_NA
