ID;type;date;continent;country;province;district;municipality;village;latitude;longitude;host;source;clade;full_name;ml_tree;discrete_phylo_tree;continuous_phylo_tree
KM366294;N gene;2006-12-25;Southeast Asia;Cambodia;Phnom Penh;7Makara;Mithpheap;NA;11,559;104,899;Dog;GenBank;Asian SEA3;KM366294_Dog_2006-12-25_Cambodia-PhnomPenh-7makara-Mithpheap_11.559_104.899;yes;yes;n genes
KM366295;N gene;1999-08-07;Southeast Asia;Cambodia;Kampong Speu;Cbar Morn;Cbar Morn;BEK CHAN;11,485;104,491;Dog;GenBank;Asian SEA3;KM366295_Dog_1999-08-07_Cambodia-KampongSpeu-CbarMorn-CbarMorn-BekChan_11.485_104.491;yes;yes;n genes
KM366296;N gene;2007-10-01;Southeast Asia;Cambodia;Kg Speu;Boset;Po Angkrong;PREY TAPHEM;11,138;104,662;Dog;GenBank;Asian SEA3;KM366296_Dog_2007-10-01_Cambodia-KgSpeu-Boset-PoAngkrong-PreyTaphem_11.138_104.662;yes;yes;n genes
KM366297;N gene;2004-06-25;Southeast Asia;Cambodia;Kandal;Kien Svay;Kbal Koh;PREK THOM;11,507;105,026;Dog;GenBank;Asian SEA3;KM366297_Dog_2004-06-25_Cambodia-Kandal-KienSvay-KbalKoh-PrekThom_11.507_105.026;yes;yes;n genes
KM366298;N gene;2002-03-16;Southeast Asia;Cambodia;Banteay Meanchey;Serey Sophorn;Toeuk Thla;KAMPONG SVAY;13,592;102,976;Dog;GenBank;Asian SEA3;KM366298_Dog_2002-03-16_Cambodia-BanteayMeanchey-SereySophorn-ToeukThla-KampongSvay_13.592_102.976;yes;yes;n genes
KM366299;N gene;2009-01-26;Southeast Asia;Cambodia;Preah Vihear;Khcham San;Khcham San;TORK SRALAO;14,214;104,936;Dog;GenBank;Asian SEA3;KM366299_Dog_2009-01-26_Cambodia-PreahVihear-KhchamSan-KhchamSan-TorkSralao_14.214_104.936;yes;yes;n genes
KM366300;N gene;2002-06-09;Southeast Asia;Cambodia;Kampong Speu;Borseth;Svayrompear;SLAPLENG;11,212;104,585;Dog;GenBank;Asian SEA3;KM366300_Dog_2002-06-09_Cambodia-KampongSpeu-Borseth-Svayrompear-Slapleng_11.212_104.585;yes;yes;n genes
KM366301;N gene;2009-08-19;Southeast Asia;Cambodia;Kg Chhnang;Rolea Pha Air;Rolea Pha Air;PREY KHMER;12,165;104,665;Dog;GenBank;Asian SEA3;KM366301_Dog_2009-08-19_Cambodia-KgChhnang-RoleaPhaAir-RoleaPhaAir-PreyKhmer_12.165_104.665;yes;yes;no
KM366302;N gene;2004-01-28;Southeast Asia;Cambodia;Svay Rieng;Svay Chrum;Krorl Kour;THLORK;11,137;105,632;Dog;GenBank;Asian SEA3;KM366302_Dog_2004-01-28_Cambodia-SvayRieng-SvayChrum-KrorlKour-Thlork_11.137_105.632;yes;yes;n genes
KM366303;N gene;2007-11-12;Southeast Asia;Cambodia;Svay Rieng;Svay Thom;Svay Thom;KRANGLEAV;11,002;105,599;Dog;GenBank;Asian SEA3;KM366303_Dog_2007-11-12_Cambodia-SvayRieng-SvayThom-SvayThom-Krangleav_11.002_105.599;yes;yes;n genes
KM366304;N gene;2001-05-07;Southeast Asia;Cambodia;Kandal;Angsnoul;Prey Pouch;PREY POUCH;11,466;104,718;Dog;GenBank;Asian SEA3;KM366304_Dog_2001-05-07_Cambodia-Kandal-Angsnoul-PreyPouch-PreyPouch_11.466_104.718;yes;yes;n genes
KM366305;N gene;2002-05-08;Southeast Asia;Cambodia;Prey Veng;Sdech;Rom Chak;CHUNG RUK;11,163;105,367;Dog;GenBank;Asian SEA3;KM366305_Dog_2002-05-08_Cambodia-PreyVeng-Sdech-RomChak-ChungRuk_11.163_105.367;yes;yes;n genes
KM366306;N gene;1998-10-26;Southeast Asia;Cambodia;Kampong Speu;Kangpisey;Roka Kaoh;ROKA KAOH;11,43;104,692;Dog;GenBank;Asian SEA3;KM366306_Dog_1998-10-26_Cambodia-KampongSpeu-Kangpisey-RokaKaoh-RokaKaoh_11.43_104.692;yes;yes;n genes
KM366307;N gene;1998-07-15;Southeast Asia;Cambodia;Kandal;Kien Svay;Phum Thom;RETEING;11,495;105,046;Dog;GenBank;Asian SEA3;KM366307_Dog_1998-07-15_Cambodia-Kandal-KienSvay-PhumThom-Reteing_11.495_105.046;yes;yes;n genes
KM366308;N gene;2003-07-28;Southeast Asia;Cambodia;Prey Veng;Pmesang;Chiphuch;KROSAING;11,313;105,513;Dog;GenBank;Asian SEA3;KM366308_Dog_2003-07-28_Cambodia-PreyVeng-Pmesang-Chiphuch-Krosaing_11.313_105.513;yes;yes;n genes
KM366309;N gene;1999-01-25;Southeast Asia;Cambodia;Kampong Cham;Kung  Meas;Rokaar;CHROY KRA BAO;11,865;105,128;Dog;GenBank;Asian SEA3;KM366309_Dog_1999-01-25_Cambodia-KampongCham-KungMeas-Rokaar-ChroyKraBao_11.865_105.128;yes;yes;n genes
KM366310;N gene;2008-05-29;Southeast Asia;Cambodia;Kg Cham;Siem Reap;Sala Kamroeuk;SLOR KRAM;13,341;103,865;Dog;GenBank;Asian SEA3;KM366310_Dog_2008-05-29_Cambodia-KgCham-SiemReap-SalaKamroeuk-SlorKram_13.341_103.865;yes;yes;n genes
KM366311;N gene;2007-04-18;Southeast Asia;Cambodia;Kapot;Dang Tong;Angkor Meas;SNOR TOCH;10,761;104,399;Dog;GenBank;Asian SEA3;KM366311_Dog_2007-04-18_Cambodia-Kapot-DangTong-AngkorMeas-SnorToch_10.761_104.399;yes;yes;n genes
KM366312;N gene;2005-11-14;Southeast Asia;Cambodia;Kg Thom;Baray;Andoung Po;CHIVIPHEAP;12,292;105,152;Dog;GenBank;Asian SEA3;KM366312_Dog_2005-11-14_Cambodia-KgThom-Baray-AndoungPo-Chivipheap_12.292_105.152;yes;yes;n genes
KM366313;N gene;2004-02-17;Southeast Asia;Cambodia;Kg Cham;Kang Meas;Roka A;SVAY SRANEAH 1;11,855;105,113;Dog;GenBank;Asian SEA3;KM366313_Dog_2004-02-17_Cambodia-KgCham-KangMeas-RokaA-SvaySraneah1_11.855_105.113;yes;yes;n genes
KM366314;N gene;2009-05-09;Southeast Asia;Cambodia;Banteay Meanchey;Poi Pet;Nimit;NIMIT;13,615;102,739;Dog;GenBank;Asian SEA3;KM366314_Dog_2009-05-09_Cambodia-BanteayMeanchey-PoiPet-Nimit-Nimit_13.615_102.739;yes;yes;n genes
KM366315;N gene;2006-04-20;Southeast Asia;Cambodia;Takeo;Prey Kabbas;Prey Phdao;PREY KHNHEY;11,159;104,873;Dog;GenBank;Asian SEA3;KM366315_Dog_2006-04-20_Cambodia-Takeo-PreyKabbas-PreyPhdao-PreyKhnhey_11.159_104.873;yes;yes;n genes
KM366316;N gene;2005-04-16;Southeast Asia;Cambodia;Kg Chhnang;Kampong Tralach;Long Vek;PHSAR TRACH;11,846;104,728;Dog;GenBank;Asian SEA3;KM366316_Dog_2005-04-16_Cambodia-KgChhnang-KampongTralach-LongVek-PhsarTrach_11.846_104.728;yes;yes;n genes
KM366317;N gene;2003-01-20;Southeast Asia;Cambodia;Takeo;Samrounrng;Khvav;ANGKONH;11,159;104,708;Dog;GenBank;Asian SEA3;KM366317_Dog_2003-01-20_Cambodia-Takeo-Samrounrng-Khvav-Angkonh_11.159_104.708;yes;yes;n genes
KM366318;N gene;2010-06-28;Southeast Asia;Cambodia;Kg Thom;Baray;So Young;SO YOUNG;12,237;105,126;Dog;GenBank;Asian SEA3;KM366318_Dog_2010-06-28_Cambodia-KgThom-Baray-SoYoung-SoYoung_12.237_105.126;yes;yes;n genes
KM366319;N gene;2008-10-14;Southeast Asia;Cambodia;Svay Rieng;Chan Trea;Prey Angkunh;CHREY THOM;11,035;106,012;Dog;GenBank;Asian SEA3;KM366319_Dog_2008-10-14_Cambodia-SvayRieng-ChanTrea-PreyAngkunh-ChreyThom_11.035_106.012;yes;yes;n genes
KM366320;N gene;2007-05-11;Southeast Asia;Cambodia;Kg Thom;Siem Reap;Sala Kamroeurn;TAVEAN;13,355;103,878;Dog;GenBank;Asian SEA3;KM366320_Dog_2007-05-11_Cambodia-KgThom-SiemReap-SalaKamroeurn-Tavean_13.355_103.878;yes;yes;n genes
KM366321;N gene;2001-10-25;Southeast Asia;Cambodia;Takeo;Sarong;Samrong;KRAING ROAUT;11,128;104,798;Dog;GenBank;Asian SEA3;KM366321_Dog_2001-10-25_Cambodia-Takeo-Sarong-Samrong-KraingRoaut_11.128_104.798;yes;yes;n genes
KM366322;N gene;2011-08-04;Southeast Asia;Cambodia;Kandal;Koh Thom;Prek Thmey;PREK THMEY;11,125;105,06;Dog;GenBank;Asian SEA3;KM366322_Dog_2011-08-04_Cambodia-Kandal-KohThom-PrekThmey-PrekThmey_11.125_105.06;yes;yes;n genes
KM366323;N gene;2006-10-28;Southeast Asia;Cambodia;Kg Speu;Thpong;Monorum;THNAL;11,723;104,544;Dog;GenBank;Asian SEA3;KM366323_Dog_2006-10-28_Cambodia-KgSpeu-Thpong-Monorum-Thnal_11.723_104.544;yes;yes;n genes
KM366324;N gene;2003-09-15;Southeast Asia;Cambodia;Kampong Thom;Santok;Kampong Thnor;KAMPONG THMOR;12,499;105,127;Dog;GenBank;Asian SEA3;KM366324_Dog_2003-09-15_Cambodia-KampongThom-Santok-KampongThnor-KampongThmor_12.499_105.127;yes;yes;n genes
KM366325;N gene;2001-01-16;Southeast Asia;Cambodia;Kampot;Kampong Trach;Damnak Kantoude;DAMNAK KANTOUDE;10,577;104,466;Dog;GenBank;Asian SEA3;KM366325_Dog_2001-01-16_Cambodia-Kampot-KampongTrach-DamnakKantoude-DamnakKantoude_10.577_104.466;yes;yes;n genes
KM366326;N gene;2000-03-29;Southeast Asia;Cambodia;Kampong Cham;Bathay;Taingkraing;PRASATH;11,868;104,933;Dog;GenBank;Asian SEA3;KM366326_Dog_2000-03-29_Cambodia-KampongCham-Bathay-Taingkraing-Prasath_11.868_104.933;yes;yes;n genes
KM366327;N gene;1999-09-06;Southeast Asia;Cambodia;Takeo;Prey Kambas;Prey Phdov;PREY PHDOV;11,137;104,872;Dog;GenBank;Asian SEA3;KM366327_Dog_1999-09-06_Cambodia-Takeo-PreyKambas-PreyPhdov-PreyPhdov_11.137_104.872;yes;yes;n genes
KM366328;N gene;1999-01-29;Southeast Asia;Cambodia;Phnom Penh;Mean Chey;Cbar Ampao Ii;NA;11,537;104,939;Dog;GenBank;Asian SEA3;KM366328_Dog_1999-01-29_Cambodia-PhnomPenh-MeanChey-CbarAmpaoIi_11.537_104.939;yes;yes;n genes
KM366329;N gene;1998-08-28;Southeast Asia;Cambodia;Kandal;Saang;Troy Slar;N1L;11,352;105,021;Dog;GenBank;Asian SEA3;KM366329_Dog_1998-08-28_Cambodia-Kandal-Saang-TroySlar-N1l_11.352_105.021;yes;yes;n genes
KM366330;N gene;1998-01-19;Southeast Asia;Cambodia;Phnom Penh;Roussey Keo;NA;NA;11,626;104,908;Dog;GenBank;Asian SEA3;KM366330_Dog_1998-01-19_Cambodia-PhnomPenh-RousseyKeo_11.626_104.908;yes;yes;n genes
KM366331;N gene;2009-06-17;Southeast Asia;Cambodia;Kg Som;Stoeng Hav;Tomnub Rolok;PHUM 2;10,738;103,632;Dog;GenBank;Asian SEA3;KM366331_Dog_2009-06-17_Cambodia-KgSom-StoengHav-TomnubRolok-Phum2_10.738_103.632;yes;yes;n genes
KM366332;N gene;1998-10-20;Southeast Asia;Cambodia;Kandal;Kien Svay;Kampong Svay;KAMPONG SVAY;11,418;105,055;Dog;GenBank;Asian SEA3;KM366332_Dog_1998-10-20_Cambodia-Kandal-KienSvay-KampongSvay-KampongSvay_11.418_105.055;yes;yes;n genes
KM366333;N gene;2009-12-21;Southeast Asia;Cambodia;Kapot;Angkor Chey;Bra Phnom;DAMNAK KRASIANG;10,841;104,655;Dog;GenBank;Asian SEA3;KM366333_Dog_2009-12-21_Cambodia-Kapot-AngkorChey-BraPhnom-DamnakKrasiang_10.841_104.655;yes;yes;n genes
KM366334;N gene;1999-06-08;Southeast Asia;Cambodia;Kampot;Chhuok;Chhuok;KRASAING;10,834;104,443;Dog;GenBank;Asian SEA3;KM366334_Dog_1999-06-08_Cambodia-Kampot-Chhuok-Chhuok-Krasaing_10.834_104.443;yes;yes;n genes
KM366335;N gene;2000-08-16;Southeast Asia;Cambodia;Kandal;Angsnoule;Samrong Leu;PREY PCHITH;11,558;104,707;Dog;GenBank;Asian SEA3;KM366335_Dog_2000-08-16_Cambodia-Kandal-Angsnoule-SamrongLeu-PreyPchith_11.558_104.707;yes;yes;n genes
KM366336;N gene;2010-04-19;Southeast Asia;Cambodia;Kapot;Angkor Chey;Phnom Kong;SKOUR TUNG;10,753;104,663;Dog;GenBank;Asian SEA3;KM366336_Dog_2010-04-19_Cambodia-Kapot-AngkorChey-PhnomKong-SkourTung_10.753_104.663;yes;yes;n genes
KM366337;N gene;2009-09-05;Southeast Asia;Cambodia;Kg Speu;Thpong;Veal Pon;PREY MICH;11,788;104,609;Dog;GenBank;Asian SEA3;KM366337_Dog_2009-09-05_Cambodia-KgSpeu-Thpong-VealPon-PreyMich_11.788_104.609;yes;yes;n genes
KM366338;N gene;2010-01-16;Southeast Asia;Cambodia;Kandal;Ang Snuol;Damnak Ampil;TRAPAING TRACH;11,53;104,685;Dog;GenBank;Asian SEA3;KM366338_Dog_2010-01-16_Cambodia-Kandal-AngSnuol-DamnakAmpil-TrapaingTrach_11.53_104.685;yes;yes;n genes
KM366339;N gene;2004-02-04;Southeast Asia;Cambodia;Phnom Penh;Chamkar Mon;Tuol Tompoung 2;1;11,564;104,924;Dog;GenBank;Asian SEA3;KM366339_Dog_2004-02-04_Cambodia-PhnomPenh-ChamkarMon-TuolTompoung2-1_11.564_104.924;yes;yes;n genes
KM366340;N gene;2004-04-22;Southeast Asia;Cambodia;Phnom Penh;Daun Penh;Sras Chak;NA;11,56;104,923;Dog;GenBank;Asian SEA3;KM366340_Dog_2004-04-22_Cambodia-PhnomPenh-DaunPenh-SrasChak_11.56_104.923;yes;yes;n genes
KM366341;N gene;2004-05-27;Southeast Asia;Cambodia;Phnom Penh;Russeykeo;Chroy Changva;2;11,576;104,936;Dog;GenBank;Asian SEA3;KM366341_Dog_2004-05-27_Cambodia-PhnomPenh-Russeykeo-ChroyChangva-2_11.576_104.936;yes;yes;n genes
KM366342;N gene;2004-07-27;Southeast Asia;Cambodia;Phnom Penh;Reussey Keo;Chroy Changva;DOEUM KOR;11,587;104,927;Dog;GenBank;Asian SEA3;KM366342_Dog_2004-07-27_Cambodia-PhnomPenh-ReusseyKeo-ChroyChangva-DoeumKor_11.587_104.927;yes;yes;n genes
KM366343;N gene;2004-06-09;Southeast Asia;Cambodia;Phnom Penh;Russeykeo;Chroy Changva;4;11,591;104,94;Dog;GenBank;Asian SEA3;KM366343_Dog_2004-06-09_Cambodia-PhnomPenh-Russeykeo-ChroyChangva-4_11.591_104.94;yes;yes;n genes
KM366344;N gene;2004-04-11;Southeast Asia;Cambodia;Phnom Penh;Mean Chey;Boeng Tompun;THNOAT CHRUM;11,518;104,909;Dog;GenBank;Asian SEA3;KM366344_Dog_2004-04-11_Cambodia-PhnomPenh-MeanChey-BoengTompun-ThnoatChrum_11.518_104.909;yes;yes;n genes
KM366345;N gene;2004-06-11;Southeast Asia;Cambodia;Phnom Penh;Russey Keo;Prek Leap;PREK LEAP;11,636;104,925;Dog;GenBank;Asian SEA3;KM366345_Dog_2004-06-11_Cambodia-PhnomPenh-RusseyKeo-PrekLeap-PrekLeap_11.636_104.925;yes;yes;n genes
KM366346;N gene;2005-03-24;Southeast Asia;Cambodia;Phnom Penh;Chamkar Mon;Tuolsvayprey1;5;11,559;104,926;Dog;GenBank;Asian SEA3;KM366346_Dog_2005-03-24_Cambodia-PhnomPenh-ChamkarMon-Tuolsvayprey1-5_11.559_104.926;yes;yes;n genes
KM366347;N gene;2005-06-22;Southeast Asia;Cambodia;Phnom Penh;Mean Chey;Nirot;RUSSEY SROS;11,53;104,949;Dog;GenBank;Asian SEA3;KM366347_Dog_2005-06-22_Cambodia-PhnomPenh-MeanChey-Nirot-RusseySros_11.53_104.949;yes;yes;n genes
KM366348;N gene;2006-10-23;Southeast Asia;Cambodia;Phnom Penh;Russeykeo;Toekthla;NA;11,547;104,888;Dog;GenBank;Asian SEA3;KM366348_Dog_2006-10-23_Cambodia-PhnomPenh-Russeykeo-Toekthla_11.547_104.888;yes;yes;n genes
KM366349;N gene;2004-12-16;Southeast Asia;Cambodia;Phnom Penh;Russey Keo;Chroy Changva;2;11,576;104,936;Dog;GenBank;Asian SEA3;KM366349_Dog_2004-12-16_Cambodia-PhnomPenh-RusseyKeo-ChroyChangva-2_11.576_104.936;yes;yes;n genes
KM366350;N gene;2004-07-30;Southeast Asia;Cambodia;Phnom Penh;Dangkor;Samrong Krorm;TRAPAING THNONG;11,569;104,812;Dog;GenBank;Asian SEA3;KM366350_Dog_2004-07-30_Cambodia-PhnomPenh-Dangkor-SamrongKrorm-TrapaingThnong_11.569_104.812;yes;yes;n genes
KX148249;Genome;1998-12-03;Southeast Asia;Cambodia;NA;NA;NA;NA;11,891;104,712;Dog;GenBank;Asian SEA3;KX148249_Dog_1998-12-03_Cambodia_11.891_104.712;yes;yes;n genes + genomes
KX148252;Genome;1999-01-27;Southeast Asia;Cambodia;NA;NA;NA;NA;11,256;105,278;Dog;GenBank;Asian SEA3;KX148252_Dog_1999-01-27_Cambodia_11.256_105.278;yes;yes;n genes + genomes
KX148251;Genome;1998-12-03;Southeast Asia;Cambodia;NA;NA;NA;NA;11,891;104,712;Dog;GenBank;Asian SEA3;KX148251_Dog_1998-12-03_Cambodia_11.891_104.712;yes;yes;n genes + genomes
KX148253;Genome;1998-10-26;Southeast Asia;Cambodia;NA;NA;NA;NA;11,43;104,692;Dog;GenBank;Asian SEA3;KX148253_Dog_1998-10-26_Cambodia_11.43_104.692;yes;yes;n genes + genomes
KX148250;Genome;1999-01-22;Southeast Asia;Cambodia;NA;NA;NA;NA;10,728;104,597;Dog;GenBank;Asian SEA3;KX148250_Dog_1999-01-22_Cambodia_10.728_104.597;yes;yes;n genes + genomes
KX148266;Genome;2003;Southeast Asia;Indonesia;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA1;KX148266_Dog_2003_Indonesia_NA_NA;yes;yes;no
KX148258;Genome;2002;Southeast Asia;Laos;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA3;KX148258_Dog_2002_Laos_NA_NA;yes;yes;no
KX148256;Genome;2002;Southeast Asia;Laos;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA3;KX148256_Dog_2002_Laos_NA_NA;yes;yes;no
KX148257;Genome;2002;Southeast Asia;Laos;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA3;KX148257_Dog_2002_Laos_NA_NA;no;yes;no
KX148255;Genome;1999;Southeast Asia;Laos;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA3;KX148255_Dog_1999_Laos_NA_NA;no;yes;no
AB981663;Genome;2011;Southeast Asia;Laos;Champasak;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA3;AB981663_Dog_2011_Laos-Champasak_NA_NA;no;yes;no
AB981664;Genome;2011;Southeast Asia;Laos;Vientiane Capital;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA3;AB981664_Dog_2011_Laos-VientianeCapital_NA_NA;yes;yes;no
KX148247;Genome;1999;Southeast Asia;Myanmar;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA3;KX148247_Dog_1999_Myanmar_NA_NA;no;yes;no
KX148248;Genome;1999;Southeast Asia;Myanmar;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA3;KX148248_Dog_1999_Myanmar_NA_NA;no;yes;no
KX148260;Genome;2004;Southeast Asia;Philippines;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA4;KX148260_Dog_2004_Philippines_NA_NA;no;yes;no
KX148259;Genome;1994;Southeast Asia;Philippines;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA4;KX148259_Dog_1994_Philippines_NA_NA;no;yes;no
KX148263;Genome;1994;Southeast Asia;Philippines;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA4;KX148263_Dog_1994_Philippines_NA_NA;no;yes;no
KX148262;Genome;1994;Southeast Asia;Philippines;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA4;KX148262_Dog_1994_Philippines_NA_NA;no;yes;no
KX148261;Genome;1994;Southeast Asia;Philippines;NA;NA;NA;NA;NA;NA;Dog;GenBank;Asian SEA4;KX148261_Dog_1994_Philippines_NA_NA;no;yes;no
EU293111;Genome;1983;Southeast Asia;Thailand;NA;NA;NA;NA;NA;NA;Homo sapiens;GenBank;Asian SEA3;EU293111_Homo-sapiens_1983_Thailand_NA_NA;yes;yes;no
A20;Genome;2016-02-23;Southeast Asia;Cambodia;NA;NA;Prey Kabbas Ko;NA;11,0953610184503;104,952082523586;Dog;newly sequenced;Asian SEA3;A20_Dog_2016-02-23_Cambodia-PreyKabbasKo_11.0953610184503_104.952082523586;yes;yes;n genes + genomes
a31;Genome;2016-03-28;Southeast Asia;Cambodia;NA;NA;Trapeang Thma;NA;10,8031382259172;104,296393867268;Dog;newly sequenced;Asian SEA3;a31_Dog_2016-03-28_Cambodia-TrapeangThma_10.8031382259172_104.296393867268;yes;yes;n genes + genomes
A35;Genome;2016-04-04;Southeast Asia;Cambodia;NA;NA;Prey Rumduol Khang Cheung;NA;11,1318695335634;104,524333113773;Dog;newly sequenced;Asian SEA3;A35_Dog_2016-04-04_Cambodia-PreyRumduolKhangCheung_11.1318695335634_104.524333113773;yes;yes;n genes + genomes
A39;Genome;2016-04-26;Southeast Asia;Cambodia;NA;NA;Dot Kambaor;NA;11,4022718675942;104,762863591695;Dog;newly sequenced;Asian SEA3;A39_Dog_2016-04-26_Cambodia-DotKambaor_11.4022718675942_104.762863591695;yes;yes;n genes + genomes
A41;Genome;2016-05-03;Southeast Asia;Cambodia;NA;NA;Ta Ei;NA;11,0519505988277;104,955934866699;Dog;newly sequenced;Asian SEA3;A41_Dog_2016-05-03_Cambodia-TaEi_11.0519505988277_104.955934866699;yes;yes;n genes + genomes
A51;Genome;2016-05-19;Southeast Asia;Cambodia;NA;NA;Prey Preah Andoung;NA;11,3898761519057;105,588957520377;Dog;newly sequenced;Asian SEA3;A51_Dog_2016-05-19_Cambodia-PreyPreahAndoung_11.3898761519057_105.588957520377;yes;yes;n genes + genomes
A56;Genome;2016-05-26;Southeast Asia;Cambodia;NA;NA;Preaek Ta Meak;NA;11,7458726055807;105,010361600927;Dog;newly sequenced;Asian SEA3;A56_Dog_2016-05-26_Cambodia-PreaekTaMeak_11.7458726055807_105.010361600927;yes;yes;n genes + genomes
A57;Genome;2016-05-27;Southeast Asia;Cambodia;NA;NA;Tram Sasar;NA;11,1948586053272;104,566117576339;Dog;newly sequenced;Asian SEA3;A57_Dog_2016-05-27_Cambodia-TramSasar_11.1948586053272_104.566117576339;yes;yes;n genes + genomes
A75;Genome;2016-07-06;Southeast Asia;Cambodia;NA;NA;Prey Phdau Tboung;NA;11,1369395107142;104,871640349638;Dog;newly sequenced;Asian SEA3;A75_Dog_2016-07-06_Cambodia-PreyPhdauTboung_11.1369395107142_104.871640349638;yes;yes;n genes + genomes
A77;Genome;2016-07-08;Southeast Asia;Cambodia;NA;NA;Thnal Totueng;NA;11,4947943192237;104,667040065645;Dog;newly sequenced;Asian SEA3;A77_Dog_2016-07-08_Cambodia-ThnalTotueng_11.4947943192237_104.667040065645;yes;yes;n genes + genomes
A83;Genome;2016-08-11;Southeast Asia;Cambodia;NA;NA;Pratheat;NA;11,0398642525816;105,064177002858;Dog;newly sequenced;Asian SEA3;A83_Dog_2016-08-11_Cambodia-Pratheat_11.0398642525816_105.064177002858;yes;yes;n genes + genomes
A85;Genome;2016-08-13;Southeast Asia;Cambodia;NA;NA;Trapeang Skon;NA;11,3248965370897;105,533457713757;Dog;newly sequenced;Asian SEA3;A85_Dog_2016-08-13_Cambodia-TrapeangSkon_11.3248965370897_105.533457713757;yes;yes;n genes + genomes
A90;Genome;2016-08-20;Southeast Asia;Cambodia;NA;NA;Prohut;NA;11,7194545911191;105,240991473918;Dog;newly sequenced;Asian SEA3;A90_Dog_2016-08-20_Cambodia-Prohut_11.7194545911191_105.240991473918;yes;yes;n genes + genomes
a091;Genome;2016-08-22;Southeast Asia;Cambodia;NA;NA;Borei Kammeakkar;NA;11,5108941423881;104,761516770871;Dog;newly sequenced;Asian SEA3;a091_Dog_2016-08-22_Cambodia-BoreiKammeakkar_11.5108941423881_104.761516770871;yes;yes;n genes + genomes
a093;Genome;2016-08-23;Southeast Asia;Cambodia;NA;NA;Tuol Khlong;NA;11,1001984170477;104,490962758221;Dog;newly sequenced;Asian SEA3;a093_Dog_2016-08-23_Cambodia-TuolKhlong_11.1001984170477_104.490962758221;yes;yes;n genes + genomes
A96;Genome;2016-08-29;Southeast Asia;Cambodia;NA;NA;Prey Ba Srei;NA;11,1387450561154;105,356460283662;Dog;newly sequenced;Asian SEA3;A96_Dog_2016-08-29_Cambodia-PreyBaSrei_11.1387450561154_105.356460283662;yes;yes;n genes + genomes
A100;Genome;2016-09-09;Southeast Asia;Cambodia;NA;NA;Snao Touch;NA;10,7606784875076;104,399439660702;Dog;newly sequenced;Asian SEA3;A100_Dog_2016-09-09_Cambodia-SnaoTouch_10.7606784875076_104.399439660702;yes;yes;n genes + genomes
A101;Genome;2016-09-13;Southeast Asia;Cambodia;NA;NA;Khnar Ta Nong;NA;11,2054296537807;104,559277636715;Dog;newly sequenced;Asian SEA3;A101_Dog_2016-09-13_Cambodia-KhnarTaNong_11.2054296537807_104.559277636715;yes;yes;n genes + genomes
A103;Genome;2016-09-19;Southeast Asia;Cambodia;NA;NA;Trapeang Prei;NA;11,2124253644496;104,51026010853;Dog;newly sequenced;Asian SEA3;A103_Dog_2016-09-19_Cambodia-TrapeangPrei_11.2124253644496_104.51026010853;yes;yes;n genes + genomes
A104;Genome;2016-09-19;Southeast Asia;Cambodia;NA;NA;Prey Dang Tuek;NA;11,4011588021019;104,711542052549;Dog;newly sequenced;Asian SEA3;A104_Dog_2016-09-19_Cambodia-PreyDangTuek_11.4011588021019_104.711542052549;yes;yes;n genes + genomes
a106;Genome;2016-09-21;Southeast Asia;Cambodia;NA;NA;Tumnob;NA;12,815656573305;105,168713915011;Dog;newly sequenced;Asian SEA3;a106_Dog_2016-09-21_Cambodia-Tumnob_12.815656573305_105.168713915011;yes;yes;n genes + genomes
a109;Genome;2016-09-22;Southeast Asia;Cambodia;NA;NA;Mream Khang Tboung;NA;11,3495002846686;105,672333736296;Dog;newly sequenced;Asian SEA3;a109_Dog_2016-09-22_Cambodia-MreamKhangTboung_11.3495002846686_105.672333736296;yes;yes;n genes + genomes
A111;Genome;2016-09-29;Southeast Asia;Cambodia;NA;NA;Khnach Khang Tboung;NA;11,1295133399734;104,70364388137;Dog;newly sequenced;Asian SEA3;A111_Dog_2016-09-29_Cambodia-KhnachKhangTboung_11.1295133399734_104.70364388137;yes;yes;n genes + genomes
A114;Genome;2016-10-06;Southeast Asia;Cambodia;NA;NA;Srangae Cheung;NA;12,0527612663598;105,160605664678;Dog;newly sequenced;Asian SEA3;A114_Dog_2016-10-06_Cambodia-SrangaeCheung_12.0527612663598_105.160605664678;yes;yes;n genes + genomes
A116;Genome;2016-10-08;Southeast Asia;Cambodia;NA;NA;Prasat;NA;11,1479161784892;105,543023250711;Dog;newly sequenced;Asian SEA3;A116_Dog_2016-10-08_Cambodia-Prasat_11.1479161784892_105.543023250711;yes;yes;n genes + genomes
